F0final_sma,voicingFinalUnclipped_sma,jitterLocal_sma,jitterDDP_sma,shimmerLocal_sma,logHNR_sma,audspec_lengthL1norm_sma,audspecRasta_lengthL1norm_sma,pcm_RMSenergy_sma,pcm_zcr_sma,audSpec_Rfilt_sma[0],audSpec_Rfilt_sma[1],audSpec_Rfilt_sma[2],audSpec_Rfilt_sma[3],audSpec_Rfilt_sma[4],audSpec_Rfilt_sma[5],audSpec_Rfilt_sma[6],audSpec_Rfilt_sma[7],audSpec_Rfilt_sma[8],audSpec_Rfilt_sma[9],audSpec_Rfilt_sma[10],audSpec_Rfilt_sma[11],audSpec_Rfilt_sma[12],audSpec_Rfilt_sma[13],audSpec_Rfilt_sma[14],audSpec_Rfilt_sma[15],audSpec_Rfilt_sma[16],audSpec_Rfilt_sma[17],audSpec_Rfilt_sma[18],audSpec_Rfilt_sma[19],audSpec_Rfilt_sma[20],audSpec_Rfilt_sma[21],audSpec_Rfilt_sma[22],audSpec_Rfilt_sma[23],audSpec_Rfilt_sma[24],audSpec_Rfilt_sma[25],pcm_fftMag_fband250-650_sma,pcm_fftMag_fband1000-4000_sma,pcm_fftMag_spectralRollOff25.0_sma,pcm_fftMag_spectralRollOff50.0_sma,pcm_fftMag_spectralRollOff75.0_sma,pcm_fftMag_spectralRollOff90.0_sma,pcm_fftMag_spectralFlux_sma,pcm_fftMag_spectralCentroid_sma,pcm_fftMag_spectralEntropy_sma,pcm_fftMag_spectralVariance_sma,pcm_fftMag_spectralSkewness_sma,pcm_fftMag_spectralKurtosis_sma,pcm_fftMag_spectralSlope_sma,pcm_fftMag_psySharpness_sma,pcm_fftMag_spectralHarmonicity_sma,mfcc_sma[1],mfcc_sma[2],mfcc_sma[3],mfcc_sma[4],mfcc_sma[5],mfcc_sma[6],mfcc_sma[7],mfcc_sma[8],mfcc_sma[9],mfcc_sma[10],mfcc_sma[11],mfcc_sma[12],mfcc_sma[13],mfcc_sma[14]
0.0,0.65108496,0.0,0.0,0.0,-100.0,0.56689525,0.81298715,0.18260324,0.063194446,0.12483346,0.26161644,0.35912156,0.452093,0.5179389,0.5558929,0.6136307,0.64381284,0.56059444,0.630311,0.8423223,1.010211,0.936409,0.9220834,1.1126236,1.1238985,1.0721776,1.0921993,1.1377677,1.1887363,0.80235475,1.0072814,1.1149606,0.9954775,1.0824474,0.9768708,0.13393967,0.012046784,72.916664,104.166664,177.08333,218.75,0.9743269,148.06703,2.9190128,61438.637,10.696307,145.80072,-0.35733178,0.14653192,0.28830722,19.319304,34.049866,18.580553,9.604882,12.091072,-13.887397,-17.416636,-10.335166,-6.1263943,1.6446047,19.27125,-22.633919,11.3559265,1.5481344
0.0,0.6231943,0.0,0.0,0.0,-100.0,0.5627672,0.82200736,0.16817681,0.063194446,0.12543987,0.24385798,0.35658252,0.47135064,0.55441135,0.58841103,0.6477899,0.6182546,0.6116086,0.68549347,0.91932565,1.0567597,0.99475193,0.92920846,1.1119951,1.1907483,0.9554782,1.0515882,1.1414725,1.2001816,0.8267792,1.0226011,1.1582416,1.039445,0.96882844,0.9015834,0.14419504,0.0122653395,62.5,93.75,177.08333,229.16667,1.0478367,150.08739,2.9078515,68426.49,10.470292,140.71642,-0.35083294,0.14760688,0.30481765,19.638474,33.955647,17.587818,13.890548,15.691166,-15.23879,-19.393076,-11.577132,-2.3034053,1.7013434,25.96611,-21.231537,14.608157,0.8204457
0.0,0.61766,0.0,0.0,0.0,-100.0,0.65603226,0.8715473,0.15079503,0.06111111,0.12332975,0.21138895,0.34048232,0.4693594,0.58228344,0.6023081,0.65601164,0.63020426,0.73078316,0.7915387,1.047418,1.2070724,1.1685358,1.0600892,1.1583742,1.3240194,0.96222353,1.0935087,1.1719786,1.2014508,0.8836666,1.0559751,1.2659577,1.1287313,0.9101203,0.8834171,0.12171543,0.030239007,62.5,114.583336,239.58333,510.41666,0.83317685,226.52422,3.3565254,170872.31,6.6204967,58.52411,-0.15404738,0.20844857,0.17341502,16.508595,22.92908,13.509109,12.191917,13.204285,-13.664763,-16.007177,-15.24644,-3.475811,2.5806303,21.8825,-12.270096,15.213501,-0.35512432
0.0,0.6267096,0.0,0.0,0.0,-100.0,0.76610416,0.97467226,0.15421225,0.054166663,0.11746081,0.19322695,0.32958522,0.46116456,0.62421423,0.63895655,0.6620143,0.7205889,0.9357807,0.9480087,1.1904906,1.4006146,1.4708375,1.3475174,1.3071119,1.5493375,1.1458731,1.2447122,1.2472237,1.2006899,0.99318,1.1444702,1.3754317,1.1969533,0.94050956,0.9555218,0.26598275,0.037968423,93.75,145.83333,250.0,531.25,0.85876733,245.03621,3.520712,162833.33,7.1810184,71.91854,-0.28609803,0.23127413,0.26143044,17.755796,21.439249,14.438237,12.192307,7.8896546,-11.8256445,-14.014592,-10.565469,-11.082789,-1.2527928,16.834242,-5.940923,13.743501,-7.78126
0.0,0.6497131,0.0,0.0,0.0,-100.0,0.8308377,1.111724,0.2204696,0.04097222,0.11557128,0.20801593,0.34116074,0.44843528,0.66367215,0.71009415,0.7635238,0.93510014,1.1503764,1.1396282,1.3139824,1.4911691,1.7885537,1.7099814,1.4866928,1.8165082,1.4686917,1.5361366,1.3989712,1.2239089,1.1467859,1.2828345,1.4517593,1.2040601,1.0468363,1.0623747,0.25961944,0.039331738,93.75,145.83333,229.16667,489.58334,1.0817491,223.39539,3.2720175,134583.3,10.128967,164.49995,-0.62987345,0.21240072,0.5811171,19.673143,20.473282,16.407011,7.5128365,7.0593743,-3.674364,-5.380961,-6.4716754,-7.0896106,-4.296682,7.8664412,-7.1789403,7.2852592,-11.893291
0.0,0.6611932,0.0,0.0,0.0,-100.0,0.77526355,1.2096967,0.28642452,0.029861113,0.12573175,0.26611653,0.37514496,0.45835674,0.70926404,0.80484384,0.9265745,1.1940202,1.2692772,1.2631131,1.3549027,1.481083,1.9640995,1.9415728,1.5837663,1.9230486,1.7407312,1.78725,1.503735,1.2285309,1.2470626,1.3900236,1.4373808,1.1500612,1.1583873,1.1680323,0.33477998,0.021804824,104.166664,125.0,166.66667,197.91667,1.2172977,144.91458,2.6707747,28259.783,15.637654,325.73434,-1.0851527,0.15017,1.0816504,24.032343,29.394455,18.122414,11.544396,7.6210237,-1.9897633,-9.79224,0.09058157,-3.1045964,-1.8510715,8.599777,-10.342167,6.308329,-12.104637
0.0,0.6630654,0.0,0.0,0.0,-100.0,0.701082,1.1906276,0.32421708,0.023611112,0.15481545,0.35923517,0.39982715,0.48086548,0.7338249,0.8665137,1.0604768,1.3106508,1.204152,1.2217244,1.2655895,1.3245183,1.8337889,1.8383511,1.4721465,1.7456003,1.7442017,1.8021145,1.4719629,1.2118362,1.2211777,1.3502547,1.3467058,1.1011974,1.2164432,1.2183425,0.26229963,0.014751065,83.333336,104.166664,135.41667,166.66667,0.9813326,117.50265,2.4022868,17368.553,18.038124,409.6064,-1.2252539,0.12147319,1.3550848,24.768028,34.323223,19.246801,11.669255,9.298734,2.0156548,-7.2670383,3.4823906,2.6329548,0.61207837,13.60114,-12.296296,8.97876,-9.64867
0.0,0.66051894,0.0,0.0,0.0,-100.0,0.64004713,1.089885,0.33666813,0.022916667,0.18887414,0.42392042,0.38163838,0.4797616,0.7032947,0.82936615,1.0668094,1.2626839,1.0503737,1.0726933,1.1163942,1.1860491,1.5575485,1.5400181,1.3071201,1.4205003,1.5512886,1.6066679,1.3182112,1.1874127,1.1066254,1.228126,1.261714,1.0870634,1.1796056,1.2232496,0.21759517,0.012353674,72.916664,93.75,114.583336,156.25,0.7476411,105.41401,2.2179935,14443.309,20.41881,519.36127,-1.2660508,0.10817966,1.4876374,23.904898,35.383144,19.27083,16.838308,14.355247,0.74923444,-3.8974628,6.395115,-0.63958275,-0.13035758,16.155363,-9.438601,14.255582,-3.5833368
0.0,0.65474445,0.0,0.0,0.0,-100.0,0.6220715,0.9678349,0.35696962,0.024305558,0.21616693,0.44997457,0.34624803,0.4752848,0.65551263,0.73533565,0.9378664,1.1102635,0.9190094,0.8861325,0.9372216,1.0276049,1.251649,1.2504675,1.1647784,1.1316491,1.2552122,1.3219582,1.1442204,1.1723276,1.0183802,1.0974532,1.2087463,1.1078404,1.1191168,1.2232858,0.20789297,0.011574987,62.5,93.75,104.166664,145.83333,0.81927985,100.15228,2.201051,12405.152,22.140345,630.6556,-1.6561328,0.10244086,1.8151873,23.802366,39.44788,21.550993,15.38363,15.3382,1.0527052,-0.006757895,6.329283,-7.321884,-2.4396853,20.435835,-9.926693,14.539722,-2.6979754
0.0,0.64614826,0.0,0.0,0.0,-100.0,0.59133124,0.8906376,0.3736079,0.02638889,0.22563069,0.43190452,0.31323612,0.43105352,0.57699233,0.6252477,0.78454953,0.97687274,0.8430583,0.7641013,0.8119436,0.9185689,1.0618844,1.1165142,1.0977083,1.0024899,1.0451919,1.149145,1.0409192,1.160097,1.030138,1.0678064,1.2114996,1.1535751,1.0871984,1.229251,0.12039527,0.012405816,72.916664,93.75,104.166664,125.0,1.2316545,98.97861,2.0654385,16027.676,21.915792,605.2669,-1.5841941,0.10038933,1.7501289,21.460985,40.78081,21.510778,19.501915,19.652369,0.59877354,0.6709933,9.639759,-5.886005,1.3828363,18.72874,-11.531251,10.971588,-6.3138394
0.0,0.6565614,0.0,0.0,0.0,-100.0,0.60731894,0.8501296,0.3502531,0.031944443,0.22087121,0.41149953,0.3089199,0.40075028,0.53838986,0.5559413,0.65861493,0.86000913,0.7629946,0.6830139,0.72521275,0.82838845,0.93778896,1.094824,1.0460836,0.95321196,0.9059515,1.056169,0.98913956,1.1195513,1.1004493,1.0831332,1.2002798,1.2235545,1.1428316,1.295798,0.1824534,0.015592012,72.916664,93.75,114.583336,135.41667,1.2715131,105.059204,2.2327356,21623.99,19.503614,483.8978,-1.557796,0.10633079,1.6403097,20.993942,44.5466,22.749222,21.968565,12.889583,-2.0264494,-4.424726,7.89476,-8.257618,1.2917217,20.943476,-10.524203,12.033053,-9.792272
0.0,0.6578823,0.0,0.0,0.0,-100.0,0.5729849,0.8298542,0.3005623,0.035416666,0.20318937,0.38086328,0.30753624,0.36862004,0.5207143,0.52738786,0.5946336,0.76769954,0.672435,0.63959163,0.67742854,0.752459,0.84510803,1.0744386,0.969323,0.9290255,0.86373335,1.0169262,0.9603571,1.0518612,1.171094,1.1027371,1.1686778,1.344911,1.2644395,1.401019,0.11100759,0.017114235,72.916664,93.75,114.583336,135.41667,1.2416495,110.56693,2.2148926,37802.594,15.349884,260.6798,-0.84488773,0.10952612,0.9614255,19.024897,44.18457,19.009409,21.097948,11.137652,0.2369005,-3.259475,5.57447,-3.8543005,3.1475742,19.176954,-11.704033,14.342692,-12.198875
0.0,0.66583127,0.0,0.0,0.0,-100.0,0.58061945,0.8246579,0.25652036,0.04027778,0.1804278,0.34094083,0.30552375,0.36209604,0.51832575,0.5178701,0.57517916,0.7295678,0.61973685,0.63917154,0.67771435,0.74556834,0.7960389,1.0495869,0.9125061,0.90732,0.9275611,1.001006,0.9353227,0.966747,1.1612002,1.0964326,1.1364137,1.4727176,1.3935386,1.472592,0.1279733,0.016086126,62.5,93.75,114.583336,156.25,0.75621086,115.35031,2.4201078,41064.582,14.421773,232.83269,-0.7567857,0.11430299,0.79573464,21.021612,42.531937,16.738283,19.85392,8.31657,2.574258,-5.2646246,-3.8854477,-1.5278987,-1.2662647,17.203913,-12.96537,16.135727,-9.85775
0.0,0.65196913,0.0,0.0,0.0,-100.0,0.5568332,0.8232794,0.2415747,0.04236111,0.15918739,0.29927304,0.30601344,0.38552663,0.5185208,0.52466893,0.5989774,0.75419253,0.62746197,0.6548644,0.7111729,0.7724647,0.7689581,0.99493915,0.8738408,0.9073377,1.0421151,0.98513955,0.91709346,0.88144165,1.064103,1.0660707,1.1415157,1.5331074,1.4630877,1.4541899,0.10523095,0.012535871,62.5,93.75,114.583336,166.66667,0.665736,115.5026,2.4303856,38563.957,15.00357,264.12692,-0.61346155,0.11495778,0.6854754,22.118637,41.142258,14.886261,19.854229,7.5557137,2.8546536,-2.8642647,-7.1663947,3.157882,-1.5617485,12.036304,-14.177981,15.532578,-5.099289
0.0,0.65069073,0.0,0.0,0.0,-100.0,0.546665,0.819905,0.2115912,0.047222223,0.14179683,0.26286653,0.30944905,0.41135618,0.5008989,0.537606,0.64792114,0.78228873,0.6636341,0.67181176,0.77114916,0.86108285,0.7672555,0.94126767,0.8652521,0.91409564,1.1532317,0.9799692,0.89307094,0.7983733,0.92767215,1.0356504,1.1901126,1.4822693,1.4353757,1.3720723,0.12176776,0.009696015,62.5,93.75,135.41667,197.91667,0.62887895,120.90866,2.6586115,36155.3,14.993964,268.66757,-0.54271114,0.1216096,0.5301252,23.013853,39.351864,14.478721,21.371574,4.625718,-0.5536668,-6.254171,-10.2971115,5.5018363,-1.6318742,7.9206977,-13.420174,11.936646,-2.2664554
0.0,0.6527562,0.0,0.0,0.0,-100.0,0.5243609,0.8119921,0.1843447,0.050694447,0.12835397,0.23735726,0.3232162,0.45019975,0.5011336,0.5535337,0.69821435,0.78220206,0.68438214,0.67454165,0.8144915,0.9283738,0.78112173,0.9170167,0.8701131,0.92560357,1.203211,0.98363644,0.86821777,0.74136823,0.827877,1.000399,1.2468956,1.3579422,1.3093458,1.3030466,0.14339805,0.00744554,72.916664,104.166664,156.25,218.75,0.6355612,132.08682,2.8410022,33604.734,14.870816,272.87842,-0.45495394,0.13480492,0.42714223,23.493246,39.369644,15.105725,18.235939,3.1516173,-4.506239,-7.7146797,-10.5636215,2.2377794,-0.73843956,7.265288,-11.048405,9.965615,-1.545859
0.0,0.65773463,0.0,0.0,0.0,-100.0,0.498751,0.7989716,0.15708931,0.05138889,0.11170805,0.2009892,0.3255701,0.4618957,0.5016138,0.5723749,0.72284824,0.7499302,0.68688947,0.67601055,0.8251646,0.9702225,0.77534515,0.89235634,0.8666516,0.9189884,1.2083937,0.99644166,0.8564493,0.73788595,0.7975669,0.9759911,1.2789499,1.2292956,1.1449984,1.2887298,0.11384163,0.006299807,62.5,93.75,177.08333,229.16667,0.72465616,134.39146,2.8630114,43567.254,12.362969,186.97551,-0.24440204,0.13519078,0.15898085,22.121565,36.18897,12.582097,11.594804,2.2222397,-3.4136658,-13.644252,-12.45343,1.2450485,1.9999895,7.983003,-10.434398,10.131211,0.422479
0.0,0.65613526,0.0,0.0,0.0,-100.0,0.48395738,0.7874529,0.14503519,0.05138889,0.09405159,0.16435471,0.32357812,0.46773174,0.5108692,0.58523935,0.7345298,0.7256751,0.6938808,0.68254375,0.8023222,0.96599007,0.746063,0.86289054,0.84297055,0.8994878,1.2164584,1.0235344,0.8630199,0.7825768,0.81334376,0.97903705,1.2796539,1.1322376,0.9897565,1.2919766,0.12991583,0.0053384663,62.5,125.0,197.91667,250.0,0.5376077,154.2344,2.9820652,47602.78,11.694362,171.46623,-0.19193263,0.15691735,0.17128117,21.767416,36.27617,12.589765,5.920303,0.11279583,-5.2102027,-13.039296,-14.173484,-1.597082,0.44507274,3.0720603,-7.7823577,11.059911,2.0238683
0.0,0.6484003,0.0,0.0,0.0,-100.0,0.47656432,0.777632,0.15116537,0.05347222,0.08096449,0.13481922,0.3153564,0.45651138,0.5051607,0.5859311,0.7534129,0.75029755,0.69681,0.6693463,0.7561484,0.9138253,0.7059793,0.821184,0.80485076,0.8799022,1.2153387,1.0403968,0.8903621,0.85876507,0.83683175,1.0220926,1.258329,1.0696636,0.90801185,1.2881393,0.10114541,0.0054117646,52.083332,114.583336,187.5,239.58333,0.63669574,142.87073,2.905309,46285.824,12.081082,184.30505,-0.21423823,0.14413865,0.14784883,21.351843,37.748474,13.306294,4.747188,-0.900644,-3.4127018,-9.1596365,-7.625801,-1.0151273,-3.0170486,0.500397,-10.802956,10.71664,3.6284478
0.0,0.6467399,0.0,0.0,0.0,-100.0,0.48601088,0.77709204,0.14350171,0.059722226,0.07580941,0.1262002,0.30905607,0.44171906,0.49262795,0.58096,0.79273075,0.80888957,0.6799657,0.6454564,0.73319596,0.85931295,0.69035316,0.80095893,0.7844456,0.86247665,1.1983175,1.0565444,0.9225571,0.94082135,0.87480855,1.0888277,1.216289,1.0389072,0.9072059,1.2759552,0.10691493,0.0056771277,62.5,114.583336,177.08333,239.58333,0.48704433,142.16548,3.0252812,42737.46,12.49669,195.75911,-0.23754545,0.14414997,0.13610736,22.140574,38.747322,14.391759,5.2952905,1.9196316,-4.4298105,-8.902162,-2.0581772,-1.6074413,-1.1894637,0.55193776,-14.186351,9.24113,0.7841726
0.0,0.64981264,0.0,0.0,0.0,-100.0,0.47725412,0.7796812,0.12505239,0.06111111,0.07671136,0.13312118,0.30205986,0.42815414,0.48479816,0.5655585,0.83673877,0.87839675,0.637621,0.61803365,0.7223998,0.8016202,0.7362182,0.8063173,0.80883914,0.85772973,1.1279439,1.0531921,0.93495256,0.99949664,0.91787463,1.1417669,1.1407536,1.0421153,0.95790416,1.2613913,0.09732091,0.0057844818,62.5,125.0,187.5,250.0,0.56501293,151.43964,3.0878232,58709.8,11.781357,178.48816,-0.21834745,0.1516406,0.106223226,21.9083,36.87419,12.83314,7.746797,0.29495302,-5.8284125,-9.290811,2.7963073,-2.9026153,-2.3799942,2.5459514,-15.72045,12.645911,1.1187824
0.0,0.65085393,0.0,0.0,0.0,-100.0,0.45948076,0.78336006,0.102875404,0.059722226,0.077960454,0.13736199,0.28445777,0.4070309,0.4863553,0.56434,0.8545801,0.92054933,0.59982127,0.5999413,0.70842427,0.7899747,0.7813983,0.8232906,0.87561923,0.8627184,1.0589768,1.069665,0.9453394,1.024159,0.9646062,1.1467875,1.0427076,1.0630509,1.0415655,1.2366781,0.09824997,0.0056410283,62.5,125.0,197.91667,260.41666,0.43805262,156.27208,3.12126,73097.72,10.124183,125.704956,-0.14676851,0.15441647,0.07001466,20.990587,35.864483,13.339626,5.1753926,-5.2194057,-6.2556725,-8.4578285,3.0064833,-0.3387362,-0.94844276,4.993616,-13.672527,15.464528,0.63051647
0.0,0.65606874,0.0,0.0,0.0,-100.0,0.45188642,0.7838754,0.093353726,0.056944445,0.074741386,0.1312642,0.26014224,0.39079008,0.50228816,0.569153,0.8616641,0.9354522,0.58485645,0.5694387,0.6687815,0.80342174,0.8102911,0.8442108,0.9348543,0.86743623,0.9983463,1.0762259,0.9271881,0.9943977,1.0085541,1.1371064,0.98971486,1.1161327,1.1160218,1.2082849,0.10552875,0.0064605027,62.5,166.66667,229.16667,291.66666,0.4353415,188.17876,3.2698581,112873.56,8.2384405,79.91166,-0.08832423,0.18280856,0.063173026,20.019445,37.094387,9.780032,4.0850716,-8.677318,-12.720164,-3.723193,4.3927865,2.0740004,-5.405483,2.53703,-12.625403,18.317873,2.9233181
0.0,0.647029,0.0,0.0,0.0,-100.0,0.4627613,0.7866344,0.10386423,0.05972222,0.071961425,0.122485645,0.23715194,0.37042168,0.5094184,0.5869436,0.8682356,0.9446631,0.59903044,0.5337132,0.6312192,0.8292714,0.77543473,0.8538348,0.9379868,0.8808167,0.9735894,1.0868436,0.9224133,0.9482029,1.0597811,1.1382915,1.017703,1.1884179,1.1961771,1.168486,0.08282334,0.007040533,62.5,125.0,187.5,270.83334,0.32819447,166.48315,3.1280615,107307.77,8.475247,83.617165,-0.1047624,0.15921222,0.07611119,19.993382,38.59464,10.235242,1.0526307,-3.3614206,-7.2601013,-1.0982205,2.5307827,7.174036,-0.68387794,3.6253624,-16.130743,17.164604,0.7855603
0.0,0.6415629,0.0,0.0,0.0,-100.0,0.48101297,0.79940915,0.10578913,0.061805557,0.072205655,0.12507814,0.22908328,0.36354688,0.5138919,0.59825057,0.8766927,0.9491758,0.6226962,0.5213234,0.6598157,0.86545736,0.72579145,0.8429188,0.8778276,0.91833526,0.9830163,1.0648304,0.9157641,0.9232432,1.1619099,1.1910737,1.1279532,1.2657491,1.2634177,1.1255893,0.10408508,0.007599018,72.916664,135.41667,187.5,270.83334,0.34168884,176.67012,3.1674864,102217.49,8.815451,91.06188,-0.12496462,0.17177916,0.09750167,20.469843,39.09137,9.351663,2.9266589,3.175299,-9.963117,-2.158478,-5.0387216,5.486894,3.972627,-1.2688166,-20.6202,20.501371,0.96058875
0.0,0.6328548,0.0,0.0,0.0,-100.0,0.48597488,0.82409334,0.10302345,0.06111111,0.073334284,0.1426837,0.24111219,0.36349717,0.50451344,0.5928819,0.869809,0.9391243,0.6559584,0.5695457,0.74439293,0.9080109,0.7247804,0.82753515,0.80824614,0.98630506,1.0515243,1.0594827,0.9377486,0.9555495,1.2665262,1.2632252,1.2332665,1.2958714,1.3091893,1.1023141,0.080207355,0.006950458,93.75,125.0,166.66667,239.58333,0.38428807,170.28204,3.0228498,74072.016,9.855991,110.05964,-0.13595133,0.16991855,0.10512692,20.40576,36.57105,12.844138,2.7838326,3.877536,-3.5623093,-7.06906,-8.284604,2.3881729,1.9872621,-4.736153,-19.637331,16.141146,-6.7046266
0.0,0.6366451,0.0,0.0,0.0,-100.0,0.49281025,0.8528724,0.100989334,0.0625,0.07212361,0.16058542,0.26895443,0.37590387,0.49147704,0.58128047,0.84073514,0.90170985,0.69121885,0.6721795,0.83423394,0.9512015,0.7706906,0.7967327,0.76133674,1.0725392,1.1730865,1.078925,0.9858122,1.0435684,1.3387914,1.3462642,1.2775697,1.2728955,1.3267728,1.0880935,0.09231871,0.007172913,125.0,156.25,197.91667,250.0,0.4056723,197.36041,3.0702798,80683.12,9.479419,103.01606,-0.12585573,0.1986223,0.116532266,20.174833,36.051697,11.5941515,0.7098519,4.3055625,-7.109282,-11.291752,-12.644356,-1.1781675,0.24426556,-7.8040395,-20.889175,17.661224,-7.1935782
0.0,0.6463881,0.0,0.0,0.0,-100.0,0.49788904,0.87789917,0.10345323,0.06736111,0.06731158,0.16537452,0.30161855,0.39952812,0.47855696,0.5690009,0.81053644,0.8602875,0.72888273,0.78744674,0.86974937,0.9565117,0.84891254,0.78372836,0.7575503,1.1187748,1.2977248,1.1246964,1.0547271,1.1712207,1.3302016,1.4000324,1.2607387,1.2381405,1.3241826,1.119943,0.088803075,0.0075224177,114.583336,166.66667,208.33333,250.0,0.38940957,199.28575,3.0960617,84632.22,9.096452,94.86246,-0.120761216,0.19986786,0.1272922,19.637894,35.316624,12.014348,-1.5012045,2.1192162,-1.7134987,-14.931979,-11.067931,-4.3783646,-3.453265,-3.1579988,-17.866508,15.485661,-8.14297
0.0,0.6466338,0.0,0.0,0.0,-100.0,0.5105395,0.900958,0.11318018,0.07430556,0.06458331,0.15634984,0.32113126,0.41867647,0.47075072,0.5782106,0.78902245,0.82334834,0.7703178,0.886555,0.87586004,0.9372018,0.8985627,0.77858275,0.76729995,1.1287261,1.3637472,1.1694485,1.1618675,1.3273139,1.3048371,1.4220295,1.243131,1.2556059,1.3454137,1.1663319,0.098674156,0.009831199,93.75,177.08333,218.75,270.83334,0.34409305,205.94765,3.2507474,122070.22,7.8631287,73.00013,-0.11556577,0.19971801,0.13127576,18.799726,36.461147,10.24367,-2.5545547,4.7812867,-4.4303584,-15.517695,-12.059467,-2.6593487,-0.3279594,3.2275858,-21.054235,19.623688,-5.209187
0.0,0.64599854,0.0,0.0,0.0,-100.0,0.52675015,0.9225538,0.121160336,0.07361111,0.06886199,0.14799447,0.32576063,0.43857718,0.4807957,0.59376526,0.7681625,0.7888424,0.8022272,0.94851285,0.9106948,0.9252421,0.9097262,0.8038508,0.7864766,1.1082639,1.3047358,1.1664482,1.2690107,1.4699267,1.3192557,1.4149027,1.2744764,1.3412086,1.3956419,1.2230363,0.11317378,0.010814319,62.5,145.83333,208.33333,260.41666,0.38918746,175.43044,3.2012708,106185.71,8.6694765,90.38007,-0.17209391,0.16878878,0.11929947,19.34174,37.89793,11.478658,1.1871723,8.671047,-3.9324667,-17.204437,-7.329454,-2.9840488,-0.25366545,11.974061,-19.912546,16.24322,-4.6794767
0.0,0.6463391,0.0,0.0,0.0,-100.0,0.5419609,0.9474273,0.130619,0.06597223,0.080065556,0.1539694,0.31662616,0.4372474,0.49299178,0.61603266,0.7525847,0.755377,0.8306852,0.98861533,0.9626892,0.94606924,0.9155137,0.8606808,0.8320625,1.0768619,1.170219,1.141044,1.3861856,1.5866255,1.393565,1.3841825,1.345529,1.4505349,1.4889303,1.2682197,0.09623179,0.013301839,62.5,114.583336,166.66667,239.58333,0.38419095,156.58989,3.0330641,107657.75,8.843478,91.950294,-0.22744954,0.14709346,0.07894972,19.226469,38.60883,9.788243,2.8811855,13.805335,-6.3121676,-14.141183,-0.95247173,-1.3345575,0.09490863,16.774828,-23.812185,16.294401,-4.74875
0.0,0.6463802,0.0,0.0,0.0,-100.0,0.54053515,0.965933,0.13553758,0.063194446,0.09171391,0.17277144,0.30986014,0.4330889,0.5063792,0.6213228,0.7296378,0.7271555,0.8577296,1.0108396,0.97615004,0.96232504,0.91031593,0.92473775,0.92405176,1.0499436,1.0202761,1.1040176,1.4647576,1.6723379,1.486836,1.364696,1.423258,1.5298615,1.5627278,1.2774671,0.11002314,0.012574752,83.333336,104.166664,166.66667,229.16667,0.56961966,151.78682,2.9593399,75435.805,9.606152,104.34479,-0.24350202,0.14817877,0.07482628,19.588675,39.266438,13.71346,2.830261,12.352364,-4.0552325,-10.888901,-1.7642727,-10.463718,-3.6597712,21.165506,-21.217552,13.9981165,-4.3421683
0.0,0.64726424,0.0,0.0,0.0,-100.0,0.5185447,0.96942884,0.13340887,0.0625,0.09828901,0.19815122,0.30367944,0.4194611,0.5035499,0.60494393,0.69948274,0.7102869,0.8862293,1.0177414,0.88843983,0.9000681,0.90794206,0.98252773,1.0494778,1.0039755,0.9447867,1.0955873,1.5044104,1.7303241,1.5137631,1.3442378,1.4686266,1.5432776,1.5877546,1.2981356,0.08018068,0.0123916855,93.75,114.583336,166.66667,218.75,0.49204782,164.90027,2.902089,93444.086,8.92839,88.44708,-0.19802691,0.15961093,0.08895279,18.26576,40.606693,15.249539,2.5237167,8.532911,-2.639002,-5.7849584,0.26299867,-14.370918,-9.190888,21.556763,-16.206442,12.4211645,-8.484966
0.0,0.62890726,0.0,0.0,0.0,-100.0,0.49593863,0.95650464,0.13518067,0.06458333,0.09644813,0.2113011,0.2920038,0.4069138,0.49833474,0.5719544,0.6631866,0.69090223,0.90881413,1.0053538,0.76597446,0.8105893,0.9021389,1.000933,1.1637338,0.968458,0.9519209,1.1170323,1.4614077,1.7089744,1.4847518,1.3538948,1.4893465,1.4783372,1.5270586,1.339358,0.086865254,0.009430075,93.75,125.0,177.08333,239.58333,0.5368555,169.45795,2.9557762,89868.16,8.955112,91.69907,-0.14039151,0.16567127,0.09604206,18.254906,38.849075,15.341067,3.2383614,6.9087467,-3.4167945,-7.4209137,-2.7479446,-15.059331,-4.179332,16.800653,-7.3004913,10.04292,-6.655672
0.0,0.62974256,0.0,0.0,0.0,-100.0,0.4874712,0.93235,0.14327367,0.063194446,0.09587568,0.21781898,0.27698904,0.39281884,0.49672556,0.56060684,0.6314121,0.65333,0.8925182,0.9676954,0.67084605,0.7304978,0.8859646,1.0204779,1.2295407,0.9374009,1.0027825,1.1538152,1.3679914,1.603438,1.4596986,1.3779405,1.4535619,1.3439864,1.3985738,1.4187956,0.07187772,0.008351685,72.916664,104.166664,135.41667,208.33333,0.47168353,137.27632,2.7611694,68933.27,10.9156065,147.14693,-0.22675674,0.13351192,0.067227714,19.327309,39.689304,17.120834,4.864427,7.99477,-4.8583302,-5.748787,5.12035,-10.983978,7.1028724,15.121735,-5.7302284,6.6565185,-9.168339
